client_id,rm_id,desk,first_name,age,city_tier,segment,wealth_source,risk_profile,preferred_language,relationship_tenure_years,days_since_last_contact,total_aum_inr,alloc_direct_equity_pct,alloc_equity_mf_pct,alloc_debt_mf_bonds_pct,alloc_pms_pct,alloc_aif_pct,alloc_unlisted_pct,alloc_gold_pct,top_sector_exposure,debt_duration_bucket,unlisted_holding_tag,intl_equity_exposure_pct,existing_thematic_exposure_pct,sip_active,sip_monthly_inr,avg_lumpsum_ticket_inr,days_since_last_lumpsum,ledger_balance_inr
C-0349,RM-05,HNI,Kavita,65,Tier 1,HNI,Business Owner,Moderate,Hindi,18,313,40200000,11.2,32.2,37.8,12.6,0.0,0.0,6.2,Diversified,Short,No holding,6.3,0.0,False,0,2100000,92,0
C-0350,RM-05,HNI,Prakash,49,Tier 1,HNI,Salaried CXO,Conservative,English,4,315,61900000,9.8,13.4,55.9,9.0,0.0,0.0,11.9,BFSI,Long,No holding,0.0,0.0,False,0,3100000,361,0
C-0351,RM-05,HNI,Prakash,57,Tier 1,HNI,Salaried CXO,Moderate,English,15,283,73000000,26.0,25.8,26.6,7.2,0.0,0.0,14.4,BFSI,Short,No holding,0.0,0.0,False,0,3000000,289,700000
C-0352,RM-05,HNI,Kiran,52,Tier 2,HNI,Inherited,Aggressive,English,8,270,45100000,19.5,50.1,15.4,15.0,0.0,0.0,0.0,Pharma,Short,No holding,0.0,0.0,False,0,3900000,188,100000
C-0353,RM-05,HNI,Aarav,45,Tier 1,HNI,Promoter,Conservative,English,13,85,26500000,16.5,30.6,41.5,0.0,0.0,0.0,11.4,IT,Medium,No holding,0.0,0.0,False,0,1600000,326,100000
C-0354,RM-05,HNI,Vikram,32,Tier 1,HNI,Salaried CXO,Conservative,English,2,341,62000000,11.7,34.7,34.7,0.0,0.0,0.0,18.9,BFSI,Short,No holding,0.0,0.0,False,0,4100000,74,300000
C-0355,RM-05,HNI,Rajesh,63,Tier 1,HNI,Promoter,Moderate,Gujarati,9,280,45200000,19.9,30.2,34.8,14.3,0.0,0.0,0.8,Infra,Short,No holding,3.7,0.0,False,0,1700000,294,0
C-0356,RM-05,HNI,Shreya,39,Tier 1,UHNI,Business Owner,Conservative,English,3,110,146500000,2.2,18.8,51.4,4.9,6.9,0.0,15.8,BFSI,Long,No holding,0.0,0.0,False,0,9800000,244,400000
C-0357,RM-05,HNI,Naveen,60,Tier 1,HNI,Salaried CXO,Moderate,English,15,93,41500000,23.1,27.4,21.8,24.1,0.0,0.0,3.6,Diversified,Short,No holding,0.0,0.0,False,0,2600000,373,0
C-0358,RM-05,HNI,Parth,53,Tier 2,HNI,Professional,Moderate,Hindi,8,200,51400000,20.2,19.0,29.7,22.7,0.0,5.7,2.7,Diversified,Medium,Unlisted Co. A,0.0,0.0,False,0,4400000,262,100000
C-0359,RM-05,HNI,Neha,39,Tier 1,HNI,Salaried CXO,Moderate,English,5,137,41100000,23.6,35.7,27.2,12.2,0.0,0.0,1.3,BFSI,Short,No holding,0.0,6.6,True,85000,2200000,223,100000
C-0360,RM-05,HNI,Naveen,51,Tier 1,HNI,Inherited,Moderate,English,13,271,33100000,33.4,40.6,25.1,0.0,0.0,0.0,0.9,IT,Short,No holding,0.0,0.0,False,0,2500000,222,0
C-0361,RM-05,HNI,Rohan,67,Tier 1,HNI,Business Owner,Moderate,English,18,163,30400000,26.6,40.0,30.0,0.0,0.0,0.0,3.4,Diversified,Medium,No holding,0.0,0.0,True,75000,1500000,235,200000
C-0362,RM-05,HNI,Yash,62,Tier 1,HNI,Professional,Moderate,English,7,68,41100000,29.3,38.0,28.8,0.0,0.0,0.0,3.9,IT,Short,No holding,0.0,0.0,False,0,2700000,374,500000
C-0363,RM-05,HNI,Siddharth,43,Tier 1,HNI,Business Owner,Conservative,English,13,158,46600000,9.3,31.4,43.3,0.0,0.0,0.0,16.0,Diversified,Long,No holding,0.0,0.0,False,0,4000000,330,0
C-0364,RM-05,HNI,Rohan,42,Tier 1,HNI,Business Owner,Moderate,English,13,326,66000000,30.3,30.3,25.8,9.4,0.0,3.0,1.2,Infra,Long,Unlisted Co. E,0.0,0.0,False,0,4500000,43,400000
C-0365,RM-05,HNI,Aarav,49,Tier 1,HNI,Salaried CXO,Moderate,Marathi,9,332,41500000,14.7,37.1,26.1,16.0,0.0,0.0,6.1,Diversified,Long,No holding,0.0,0.0,True,105000,3000000,225,100000
C-0366,RM-05,HNI,Parth,47,Tier 1,HNI,Inherited,Moderate,Marathi,15,125,27100000,13.8,56.2,23.8,0.0,0.0,0.0,6.2,BFSI,Short,No holding,0.0,0.0,False,0,2200000,124,0
C-0367,RM-05,HNI,Vikram,59,Tier 2,HNI,Professional,Conservative,Gujarati,3,318,29200000,11.0,35.8,46.3,0.0,0.0,0.0,6.9,Diversified,Short,No holding,0.0,8.8,True,55000,2500000,73,200000
C-0368,RM-05,HNI,Mohit,55,Tier 1,HNI,Professional,Moderate,English,16,38,16900000,18.3,40.2,34.9,0.0,0.0,0.0,6.6,BFSI,Long,No holding,0.0,0.0,False,0,700000,364,100000
C-0369,RM-05,HNI,Prakash,33,Tier 1,HNI,Business Owner,Moderate,Gujarati,8,393,87300000,8.7,48.2,20.1,21.6,0.0,0.0,1.4,Diversified,Medium,No holding,0.0,0.0,True,55000,3600000,360,1300000
C-0370,RM-05,HNI,Kiran,52,Tier 2,HNI,Business Owner,Conservative,Hindi,1,306,26000000,11.5,17.4,60.7,0.0,0.0,0.0,10.4,BFSI,Medium,No holding,0.0,0.0,False,0,1600000,394,0
C-0371,RM-05,HNI,Gaurav,46,Tier 1,HNI,Business Owner,Moderate,English,18,17,59600000,16.0,31.8,47.3,0.0,0.0,0.0,4.9,Pharma,Long,No holding,0.0,0.0,False,0,5300000,168,100000
C-0372,RM-05,HNI,Rupal,48,Tier 2,HNI,Inherited,Moderate,Marathi,14,282,40700000,21.5,29.6,19.6,19.7,0.0,4.0,5.6,Diversified,Short,Unlisted Co. A,0.0,4.1,False,0,2400000,181,200000
C-0373,RM-05,HNI,Kiran,50,Tier 2,HNI,Business Owner,Moderate,Gujarati,15,198,41400000,13.4,32.8,32.2,17.5,0.0,0.0,4.1,Pharma,Short,No holding,0.0,0.0,False,0,2100000,327,100000
C-0374,RM-05,HNI,Rahul,59,Tier 2,HNI,Salaried CXO,Conservative,English,3,353,32800000,11.7,36.2,42.7,0.0,0.0,0.0,9.4,IT,Medium,No holding,0.0,0.0,True,45000,2000000,84,200000
C-0375,RM-05,HNI,Rahul,57,Tier 1,HNI,Professional,Aggressive,Marathi,14,96,22700000,19.9,44.3,34.0,0.0,0.0,0.0,1.8,IT,Medium,No holding,0.0,0.0,False,0,800000,27,0
C-0376,RM-05,HNI,Swati,41,Tier 2,HNI,Professional,Conservative,English,13,356,20500000,12.8,32.3,45.7,0.0,0.0,0.0,9.2,IT,Short,No holding,0.0,0.0,True,25000,800000,179,0
C-0377,RM-05,HNI,Vikram,47,Tier 1,HNI,Salaried CXO,Aggressive,English,17,348,90600000,36.8,29.4,15.1,17.6,0.0,0.0,1.1,BFSI,Medium,No holding,0.0,0.0,False,0,3500000,266,500000
C-0378,RM-05,HNI,Prakash,44,Tier 1,HNI,Business Owner,Moderate,English,7,112,37300000,19.9,45.9,33.2,0.0,0.0,0.0,1.0,Infra,Long,No holding,0.0,0.0,False,0,1200000,194,100000
C-0379,RM-05,HNI,Akash,33,Tier 2,HNI,Salaried CXO,Conservative,English,17,173,65000000,11.1,27.4,43.1,10.2,0.0,0.0,8.2,Pharma,Short,No holding,0.0,16.1,False,0,4800000,92,200000
C-0380,RM-05,HNI,Priya,47,Tier 1,HNI,Professional,Aggressive,Marathi,13,256,75000000,21.4,33.5,18.2,23.2,0.0,0.0,3.7,Pharma,Short,No holding,0.0,13.1,True,180000,3700000,220,100000
C-0381,RM-05,HNI,Uday,65,Tier 2,HNI,Business Owner,Moderate,Hindi,5,96,27900000,29.3,41.3,25.5,0.0,0.0,0.0,3.9,Diversified,Medium,No holding,0.0,0.0,False,0,1100000,396,0
C-0382,RM-05,HNI,Nikhil,33,Tier 1,HNI,Professional,Moderate,English,4,399,44200000,10.1,27.6,27.0,20.9,0.0,0.0,14.4,Infra,Long,No holding,0.0,15.3,False,0,2700000,118,0
C-0383,RM-05,HNI,Priya,48,Tier 1,HNI,Business Owner,Moderate,Gujarati,17,77,35900000,7.6,45.6,24.3,15.9,0.0,0.0,6.6,Diversified,Long,No holding,5.5,18.0,True,75000,1800000,171,200000
C-0384,RM-05,HNI,Shreya,47,Tier 1,HNI,Inherited,Moderate,Gujarati,12,98,18500000,21.9,46.2,28.3,0.0,0.0,0.0,3.6,IT,Short,No holding,0.0,15.2,False,0,1000000,134,100000
C-0385,RM-05,HNI,Neha,51,Tier 2,HNI,Promoter,Moderate,Marathi,3,200,31600000,15.3,40.3,37.5,0.0,0.0,0.0,6.9,Diversified,Long,No holding,0.0,0.0,True,80000,1500000,126,0
C-0386,RM-05,HNI,Mohit,39,Tier 1,HNI,Business Owner,Aggressive,Marathi,3,189,48400000,27.4,36.2,16.8,19.4,0.0,0.0,0.2,Diversified,Medium,No holding,0.0,0.0,True,105000,1500000,277,100000
C-0387,RM-05,HNI,Pallavi,35,Tier 2,HNI,Salaried CXO,Conservative,Marathi,15,21,26600000,6.3,34.8,52.1,0.0,0.0,0.0,6.8,Infra,Medium,No holding,0.0,12.0,False,0,1900000,160,100000
C-0388,RM-05,HNI,Swati,36,Tier 1,HNI,Salaried CXO,Moderate,Hindi,4,364,29300000,18.5,39.2,38.9,0.0,0.0,0.0,3.4,Auto,Short,No holding,0.0,0.0,True,35000,1100000,263,200000
C-0389,RM-05,HNI,Pallavi,60,Tier 2,HNI,Inherited,Moderate,English,4,96,31800000,15.4,18.4,28.3,28.1,0.0,0.0,9.8,Diversified,Short,No holding,0.0,0.0,True,35000,1400000,13,100000
C-0390,RM-05,HNI,Kiran,39,Tier 1,UHNI,Salaried CXO,Moderate,Marathi,12,42,111800000,20.9,33.0,25.4,16.0,0.0,0.0,4.7,IT,Medium,No holding,0.0,0.0,False,0,4600000,279,200000
C-0391,RM-05,HNI,Rahul,44,Tier 2,HNI,Professional,Moderate,English,16,208,12800000,17.3,50.0,31.2,0.0,0.0,0.0,1.5,Infra,Short,No holding,7.5,3.7,False,0,600000,48,0
C-0392,RM-05,HNI,Rupal,67,Tier 1,HNI,Business Owner,Moderate,English,7,371,46100000,22.6,33.2,35.1,0.0,0.0,0.0,9.1,FMCG,Short,No holding,1.8,0.0,True,70000,1800000,161,500000
C-0393,RM-05,HNI,Varun,41,Tier 1,HNI,Business Owner,Moderate,English,12,1,30400000,11.2,31.6,27.8,26.2,0.0,0.0,3.2,Infra,Long,No holding,2.5,2.4,True,75000,1500000,367,0
C-0394,RM-05,HNI,Uday,51,Tier 2,HNI,Professional,Moderate,English,13,195,24600000,26.5,38.0,34.3,0.0,0.0,0.0,1.2,Diversified,Short,No holding,0.0,0.0,False,0,1100000,144,0
C-0395,RM-05,HNI,Siddharth,58,Tier 1,HNI,Professional,Conservative,Hindi,11,364,30000000,7.1,21.3,65.1,0.0,0.0,0.0,6.5,Diversified,Long,No holding,0.0,19.5,False,0,1000000,294,200000
C-0396,RM-05,HNI,Shreya,57,Tier 1,HNI,Inherited,Moderate,Marathi,13,357,50500000,31.8,21.2,21.7,21.1,0.0,0.0,4.2,Infra,Medium,No holding,0.0,0.0,False,0,4200000,150,100000
C-0397,RM-05,HNI,Neha,36,Tier 2,HNI,Inherited,Conservative,English,5,69,52100000,9.9,24.6,55.2,0.0,0.0,0.0,10.3,Diversified,Long,No holding,0.0,6.3,False,0,2500000,379,600000
C-0398,RM-05,HNI,Lakshmi,42,Tier 2,HNI,Professional,Conservative,Hindi,12,248,38800000,16.2,27.4,46.2,0.0,0.0,0.0,10.2,FMCG,Short,No holding,2.3,0.0,False,0,1400000,399,500000
C-0399,RM-05,HNI,Priya,51,Tier 2,HNI,Salaried CXO,Conservative,English,1,334,63800000,10.8,32.2,45.4,8.2,0.0,0.0,3.4,FMCG,Medium,No holding,0.0,7.4,False,0,3900000,382,100000
C-0400,RM-05,HNI,Rupal,65,Tier 2,HNI,Inherited,Moderate,Hindi,14,268,70300000,15.8,27.9,32.4,20.9,0.0,0.0,3.0,FMCG,Medium,No holding,3.8,0.0,False,0,2600000,169,400000
C-0401,RM-05,HNI,Parth,41,Tier 2,HNI,Inherited,Aggressive,English,15,263,54800000,30.3,30.9,18.2,20.6,0.0,0.0,0.0,Diversified,Long,No holding,1.2,0.0,True,40000,4200000,136,0
C-0402,RM-05,HNI,Gaurav,44,Tier 1,HNI,Inherited,Moderate,English,15,309,25900000,24.2,43.4,24.8,0.0,0.0,4.4,3.2,Infra,Short,Unlisted Co. C,7.7,2.5,True,55000,900000,256,100000
C-0403,RM-05,HNI,Aarav,52,Tier 1,HNI,Promoter,Conservative,Hindi,1,181,45900000,10.1,32.3,50.3,0.0,0.0,0.0,7.3,Infra,Short,No holding,0.0,0.0,True,65000,2700000,343,400000
C-0404,RM-05,HNI,Akash,54,Tier 2,HNI,Salaried CXO,Aggressive,English,17,27,46100000,19.7,34.7,22.1,21.7,0.0,0.0,1.8,Diversified,Long,No holding,0.0,0.0,False,0,4000000,221,100000
C-0405,RM-05,HNI,Naveen,54,Tier 2,HNI,Professional,Conservative,English,8,256,22300000,7.3,26.2,59.0,0.0,0.0,0.0,7.5,Diversified,Short,No holding,0.0,14.2,False,0,900000,311,0
C-0406,RM-05,HNI,Siddharth,40,Tier 1,HNI,Professional,Aggressive,English,2,251,14800000,36.5,36.5,27.0,0.0,0.0,0.0,0.0,Diversified,Medium,No holding,6.2,18.8,False,0,600000,368,0
C-0407,RM-05,HNI,Siddharth,43,Tier 1,HNI,Business Owner,Moderate,English,10,340,11500000,22.7,30.8,44.4,0.0,0.0,0.0,2.1,BFSI,Short,No holding,0.0,0.0,True,20000,800000,317,0
C-0408,RM-05,HNI,Sneha,50,Tier 1,HNI,Professional,Conservative,Hindi,11,369,36400000,9.7,36.1,48.9,0.0,0.0,0.0,5.3,FMCG,Short,No holding,0.0,5.7,False,0,3200000,158,0
C-0409,RM-05,HNI,Sanjay,59,Tier 2,HNI,Salaried CXO,Moderate,English,8,135,41200000,24.7,26.7,26.5,17.4,0.0,0.0,4.7,Auto,Medium,No holding,0.0,0.0,False,0,2200000,108,100000
C-0410,RM-05,HNI,Aditi,46,Tier 1,HNI,Salaried CXO,Moderate,English,14,382,18300000,9.5,47.0,40.8,0.0,0.0,0.0,2.7,Diversified,Medium,No holding,7.4,0.0,True,25000,1300000,185,0
C-0411,RM-05,HNI,Uday,48,Tier 2,HNI,Business Owner,Moderate,Marathi,10,4,62200000,18.8,29.3,30.5,17.2,0.0,0.0,4.2,IT,Medium,No holding,0.0,0.0,False,0,2400000,243,400000
C-0412,RM-05,HNI,Vikram,39,Tier 2,HNI,Professional,Conservative,Hindi,4,387,38100000,8.3,34.2,49.7,0.0,0.0,0.0,7.8,Diversified,Medium,No holding,0.0,0.0,False,0,2600000,354,200000
C-0413,RM-05,HNI,Swati,65,Tier 1,HNI,Professional,Aggressive,English,12,55,73500000,24.7,29.4,19.9,24.6,0.0,0.0,1.4,Diversified,Medium,No holding,0.0,0.0,False,0,3300000,129,300000
C-0414,RM-05,HNI,Neha,49,Tier 1,HNI,Salaried CXO,Moderate,Hindi,5,258,42900000,21.7,51.7,25.6,0.0,0.0,0.0,1.0,Diversified,Long,No holding,0.0,0.0,False,0,2900000,71,100000
C-0415,RM-05,HNI,Harsh,58,Tier 1,HNI,Business Owner,Aggressive,English,3,273,19500000,28.4,38.2,32.0,0.0,0.0,0.0,1.4,Infra,Short,No holding,0.0,0.0,False,0,700000,135,200000
C-0416,RM-05,HNI,Varun,48,Tier 1,HNI,Salaried CXO,Aggressive,English,5,253,45000000,30.9,35.0,32.7,0.0,0.0,0.0,1.4,Infra,Short,No holding,0.0,0.0,True,60000,2800000,251,300000
C-0417,RM-05,HNI,Devika,49,Tier 1,HNI,Business Owner,Conservative,Hindi,17,396,50600000,10.3,29.3,53.2,0.0,0.0,0.0,7.2,Auto,Short,No holding,2.4,9.8,False,0,2200000,101,400000
C-0418,RM-05,HNI,Siddharth,34,Tier 1,HNI,Salaried CXO,Moderate,English,11,221,25900000,18.0,34.9,37.8,0.0,0.0,0.0,9.3,Auto,Medium,No holding,6.8,0.0,True,60000,1800000,170,0
C-0419,RM-05,HNI,Vinod,32,Tier 2,HNI,Salaried CXO,Aggressive,English,6,53,15800000,16.7,51.6,27.3,0.0,0.0,0.0,4.4,Diversified,Short,No holding,0.0,0.0,False,0,1200000,111,0
C-0420,RM-05,HNI,Varun,59,Tier 1,HNI,Inherited,Moderate,Marathi,7,243,37000000,24.2,30.3,24.5,18.7,0.0,0.0,2.3,Pharma,Medium,No holding,3.0,0.0,False,0,3000000,414,200000
C-0421,RM-05,HNI,Pooja,49,Tier 1,HNI,Salaried CXO,Conservative,Hindi,16,117,20200000,11.6,19.9,62.6,0.0,0.0,0.0,5.9,Diversified,Medium,No holding,0.0,0.0,False,0,1800000,217,0
C-0422,RM-05,HNI,Swati,50,Tier 1,HNI,Professional,Conservative,Marathi,12,245,64800000,4.9,31.4,60.2,0.0,0.0,0.0,3.5,BFSI,Medium,No holding,0.0,0.0,False,0,3700000,304,100000
C-0423,RM-06,HNI,Mohit,50,Tier 1,HNI,Salaried CXO,Moderate,Hindi,1,162,23400000,16.6,48.0,32.9,0.0,0.0,0.0,2.5,Diversified,Short,No holding,0.0,0.0,True,15000,2000000,157,100000
C-0424,RM-06,HNI,Shreya,46,Tier 2,HNI,Salaried CXO,Moderate,English,8,119,59100000,16.3,46.5,32.5,0.0,0.0,0.0,4.7,Infra,Short,No holding,0.0,14.9,True,125000,3300000,245,200000
C-0425,RM-06,HNI,Rakesh,56,Tier 2,HNI,Inherited,Aggressive,English,6,61,16900000,23.4,47.9,28.1,0.0,0.0,0.0,0.6,BFSI,Short,No holding,0.0,0.0,False,0,900000,245,0
C-0426,RM-06,HNI,Ramesh,54,Tier 2,HNI,Business Owner,Moderate,English,3,25,66000000,31.5,22.3,16.3,9.9,15.7,0.0,4.3,Diversified,Medium,No holding,0.0,3.9,False,0,5500000,348,200000
C-0427,RM-06,HNI,Sanjay,52,Tier 2,HNI,Inherited,Moderate,Hindi,6,245,38900000,15.8,35.4,24.9,19.8,0.0,0.0,4.1,Pharma,Long,No holding,0.0,6.9,False,0,2600000,262,200000
C-0428,RM-06,HNI,Kiran,57,Tier 2,HNI,Salaried CXO,Moderate,Gujarati,6,17,17600000,25.5,31.9,36.5,0.0,0.0,0.0,6.1,BFSI,Short,No holding,0.0,0.0,False,0,1000000,181,100000
C-0429,RM-06,HNI,Kavita,50,Tier 2,HNI,Salaried CXO,Moderate,Hindi,2,248,39700000,25.6,41.6,14.9,16.7,0.0,0.0,1.2,FMCG,Short,No holding,0.0,0.0,False,0,1800000,232,100000
C-0430,RM-06,HNI,Aditi,33,Tier 2,HNI,Inherited,Conservative,Marathi,12,38,21000000,3.8,35.1,45.6,0.0,0.0,0.0,15.5,Diversified,Short,No holding,0.0,11.1,True,30000,900000,311,0
C-0431,RM-06,HNI,Tanvi,45,Tier 2,HNI,Salaried CXO,Aggressive,English,5,62,30600000,24.7,36.9,15.1,21.4,0.0,0.0,1.9,Auto,Short,No holding,4.6,0.0,False,0,2400000,162,100000
C-0432,RM-06,HNI,Kabir,32,Tier 1,HNI,Promoter,Conservative,English,1,3,23000000,15.2,40.0,35.1,0.0,0.0,0.0,9.7,Pharma,Short,No holding,0.0,0.0,False,0,1100000,75,0
C-0433,RM-06,HNI,Rohan,54,Tier 1,HNI,Inherited,Aggressive,English,1,159,27900000,27.2,47.7,25.1,0.0,0.0,0.0,0.0,Diversified,Medium,No holding,0.0,0.0,False,0,800000,206,100000
C-0434,RM-06,HNI,Rohan,56,Tier 1,HNI,Business Owner,Aggressive,English,18,131,50300000,30.8,32.0,11.6,20.8,0.0,3.4,1.4,IT,Medium,Unlisted Co. A,0.0,0.0,True,45000,1600000,419,400000
C-0435,RM-06,HNI,Rupal,56,Tier 1,HNI,Salaried CXO,Moderate,Hindi,3,133,39900000,20.4,43.8,30.7,0.0,0.0,0.0,5.1,Infra,Short,No holding,0.0,0.0,False,0,3500000,51,200000
C-0436,RM-06,HNI,Tanvi,52,Tier 2,HNI,Inherited,Moderate,Gujarati,17,124,16200000,13.8,37.3,44.2,0.0,0.0,0.0,4.7,IT,Medium,No holding,1.7,0.0,True,35000,1000000,77,0
C-0437,RM-06,HNI,Tanvi,57,Tier 2,HNI,Business Owner,Conservative,English,3,375,16700000,8.3,32.4,51.2,0.0,0.0,3.0,5.1,BFSI,Long,Unlisted Co. A,0.0,2.5,True,30000,1000000,417,0
C-0438,RM-06,HNI,Aarav,34,Tier 1,HNI,Professional,Moderate,Marathi,2,172,34800000,14.0,46.0,27.5,0.0,0.0,0.0,12.5,FMCG,Short,No holding,6.2,0.0,False,0,3000000,349,0
C-0439,RM-06,HNI,Swati,47,Tier 1,HNI,Business Owner,Moderate,English,10,323,36200000,10.0,35.9,29.4,15.0,0.0,0.0,9.7,Infra,Short,No holding,3.2,0.0,False,0,1800000,53,100000
C-0440,RM-06,HNI,Gaurav,35,Tier 1,HNI,Business Owner,Conservative,Hindi,16,93,20700000,9.6,38.3,46.6,0.0,0.0,0.0,5.5,FMCG,Medium,No holding,0.0,0.0,False,0,1600000,93,300000
C-0441,RM-06,HNI,Rakesh,45,Tier 2,HNI,Salaried CXO,Conservative,English,2,193,72000000,8.2,22.8,58.8,0.0,0.0,0.0,10.2,Auto,Short,No holding,0.0,13.3,False,0,5300000,291,0
C-0442,RM-06,HNI,Rohan,63,Tier 1,HNI,Professional,Aggressive,Hindi,6,26,46900000,32.6,33.8,33.4,0.0,0.0,0.0,0.2,Pharma,Long,No holding,0.0,0.0,True,60000,2700000,329,100000
C-0443,RM-06,HNI,Akash,58,Tier 1,HNI,Professional,Moderate,English,14,104,21300000,19.7,45.9,32.4,0.0,0.0,0.0,2.0,Pharma,Long,No holding,0.0,0.0,False,0,1600000,309,0
C-0444,RM-06,HNI,Kabir,54,Tier 1,HNI,Professional,Moderate,Marathi,2,29,20200000,19.6,43.3,33.8,0.0,0.0,0.0,3.3,Infra,Long,No holding,0.0,0.0,True,50000,1800000,362,100000
C-0445,RM-06,HNI,Varun,46,Tier 1,HNI,Business Owner,Conservative,Marathi,4,9,26500000,8.1,40.6,39.4,0.0,0.0,0.0,11.9,Auto,Short,No holding,7.0,6.1,False,0,1100000,215,100000
C-0446,RM-06,HNI,Chirag,39,Tier 1,HNI,Salaried CXO,Moderate,English,6,73,25000000,13.4,45.7,37.7,0.0,0.0,0.0,3.2,IT,Short,No holding,7.9,0.0,True,30000,800000,368,0
C-0447,RM-06,HNI,Ishaan,50,Tier 2,HNI,Business Owner,Moderate,English,15,64,59900000,12.9,30.9,24.9,27.3,0.0,0.0,4.0,Diversified,Long,No holding,0.0,0.0,False,0,4700000,252,600000
C-0448,RM-06,HNI,Ananya,58,Tier 2,HNI,Business Owner,Aggressive,Hindi,15,127,51600000,28.5,27.5,20.3,23.3,0.0,0.0,0.4,IT,Medium,No holding,0.0,0.0,False,0,2800000,202,100000
C-0449,RM-06,HNI,Devika,52,Tier 1,HNI,Salaried CXO,Moderate,Hindi,13,297,30600000,16.8,45.4,29.4,0.0,0.0,0.0,8.4,Diversified,Short,No holding,7.1,0.0,True,70000,1900000,269,200000
C-0450,RM-06,HNI,Rakesh,34,Tier 1,HNI,Professional,Conservative,English,12,60,43600000,7.9,20.0,44.7,13.9,0.0,0.0,13.5,FMCG,Medium,No holding,0.0,0.0,False,0,1900000,182,0
C-0451,RM-06,HNI,Swati,49,Tier 1,HNI,Business Owner,Moderate,Hindi,1,244,47200000,22.9,30.7,30.6,10.9,0.0,0.0,4.9,Infra,Short,No holding,0.0,0.0,False,0,3800000,256,500000
C-0452,RM-06,HNI,Rahul,32,Tier 1,HNI,Business Owner,Conservative,Gujarati,5,146,31000000,12.7,30.0,42.1,0.0,0.0,8.5,6.7,IT,Medium,Unlisted Co. A,0.0,0.0,True,25000,2300000,351,100000
C-0453,RM-06,HNI,Kabir,55,Tier 1,HNI,Professional,Aggressive,Hindi,17,161,37400000,21.2,47.8,14.3,16.5,0.0,0.0,0.2,Diversified,Long,No holding,0.0,6.9,False,0,3300000,402,0
C-0454,RM-06,HNI,Tanvi,42,Tier 1,HNI,Business Owner,Conservative,English,13,368,41600000,17.1,30.8,44.0,0.0,0.0,0.0,8.1,IT,Medium,No holding,0.0,0.0,True,60000,2400000,245,100000
C-0455,RM-06,HNI,Manish,37,Tier 1,HNI,Promoter,Conservative,Marathi,5,186,39200000,8.4,32.2,51.8,0.0,0.0,0.0,7.6,BFSI,Medium,No holding,0.0,0.0,False,0,3500000,7,600000
C-0456,RM-06,HNI,Kiran,55,Tier 2,HNI,Salaried CXO,Moderate,English,13,105,19500000,22.4,33.3,38.1,0.0,0.0,0.0,6.2,Infra,Long,No holding,0.0,0.0,False,0,1200000,262,0
C-0457,RM-06,HNI,Parth,53,Tier 1,HNI,Business Owner,Conservative,English,14,95,20700000,6.6,35.8,51.6,0.0,0.0,0.0,6.0,IT,Medium,No holding,0.0,0.0,False,0,1400000,109,0
C-0458,RM-06,HNI,Chirag,50,Tier 2,HNI,Inherited,Moderate,Marathi,14,68,25600000,37.0,33.8,21.4,0.0,0.0,0.0,7.8,IT,Short,No holding,6.8,20.0,False,0,1800000,102,400000
C-0459,RM-06,HNI,Manish,68,Tier 1,HNI,Professional,Moderate,English,18,321,20300000,13.1,56.0,28.1,0.0,0.0,0.0,2.8,Diversified,Medium,No holding,0.0,0.0,False,0,1200000,370,200000
C-0460,RM-06,HNI,Sneha,54,Tier 1,HNI,Inherited,Aggressive,English,10,266,13300000,14.1,56.1,28.1,0.0,0.0,0.0,1.7,IT,Short,No holding,0.0,0.0,False,0,800000,190,0
C-0461,RM-06,HNI,Rajesh,42,Tier 1,HNI,Salaried CXO,Conservative,Hindi,2,107,43500000,8.9,31.2,53.1,0.0,0.0,0.0,6.8,BFSI,Short,No holding,0.0,0.0,False,0,1900000,333,100000
C-0462,RM-06,HNI,Yash,53,Tier 1,HNI,Salaried CXO,Moderate,Gujarati,15,196,36300000,18.2,35.5,26.2,16.2,0.0,0.0,3.9,Auto,Medium,No holding,0.0,17.8,False,0,1900000,158,100000
C-0463,RM-06,HNI,Siddharth,45,Tier 1,HNI,Professional,Moderate,English,1,202,14400000,25.5,39.0,27.4,0.0,0.0,0.0,8.1,Auto,Short,No holding,0.0,19.0,False,0,1000000,256,0
C-0464,RM-06,HNI,Manish,59,Tier 2,HNI,Salaried CXO,Conservative,English,12,19,26300000,8.5,28.2,40.8,0.0,0.0,0.0,22.5,Pharma,Short,No holding,2.9,0.0,True,25000,900000,281,100000
C-0465,RM-06,HNI,Shreya,51,Tier 2,HNI,Salaried CXO,Moderate,English,15,363,27100000,18.5,37.3,36.2,0.0,0.0,0.0,8.0,BFSI,Medium,No holding,0.0,5.7,True,25000,2000000,375,300000
C-0466,RM-06,HNI,Tanvi,51,Tier 1,HNI,Business Owner,Aggressive,English,3,315,33200000,25.8,35.9,12.7,17.0,0.0,8.4,0.2,Diversified,Short,Unlisted Co. B,0.0,0.0,False,0,1600000,86,100000
C-0467,RM-06,HNI,Rakesh,35,Tier 1,HNI,Salaried CXO,Aggressive,English,15,214,16500000,28.0,45.2,24.4,0.0,0.0,0.0,2.4,FMCG,Medium,No holding,0.0,0.0,False,0,800000,237,0
